ID	rating	text
ID_100161	7	"1977 people saw for the first time the big title of Star Wars on the big screen, and after Star Wars: The Revenge of The Sith came out 2005 the world known franchise went disappearing. I saw The Force Awakened 2015 on its premiere night and it was clear that people had been waiting long for Star Wars to return to the big screen, and there is no doubt that J.J Abrams must have felt much pressure taking this franchise back to the big screen as it is certainly one of the most loved and respected movie franchises in the world. Much has changed between 1977-2015 and the world we humans live in daily have changed much both for good and for bad. But one of the great changes that have happened in the world is that women and colored people are allowed a bigger role in movie production both in front of the camera and behind it. To see Daisy Ridley and John Boyega as the two main protagonists was an amazing experience as they both looked like they truly enjoyed themselves and both delivered their performances with nothing but excellence. Adam Driver also delivered a solid performance and it was a complete joy to see Harrison Ford and Carrie Fisher return to the big screen and to the galaxy far far away. The movie itself was an amazing space adventure form the beginning to end and I thought that J.J Abrams really captured the magic and feeling of Star Wars just as George Lucas did for the first time in 1977. The movie had a very good balance and it had many things that could be enjoyed by the longtime fans but also much new for the new generation whom some witnessed Star Wars for the first time. And yeah I'll admit it. I was one of those guys who suddenly ""got something in his eye"" when Han Solo & Chewbacca came into the shot and Han said: ""Chewie we're home""A must see for all fans of space adventure and definitely for all who love Star Wars!10/10 Amazing!"
ID_100162	10	We've waited.... and waited..... and here it is! The Force Awakens is everything we've come to love about Star Wars. It's big, it's epic, it's spectacular. And underneath, there's actually a big heart to it all. You get a sense from watching it, that it was made by true fans of the series. I won't give away any real spoilers- but rest assured Jar Jar Binks does not put in an appearance, so remain calm. The good guys are very likable, I thought the relationship between Ray and Finn worked out very well. It gave the film it's emotional anchor. The villains are pretty much what you would expect, but the filmmakers threw in a few twists about them that were welcome.Add some terrific space battles, and you get a very welcome return to the greatness of Star Wars. Go and see it (but you already know you will). Take a friend or a family member. You'll have a great time. Because that's what these films are about when it comes down to it. Overall, Force Awakens shows off some snazzy visual effects combined with a compelling story and great characters. It won't disappoint.
ID_100163	7	"In a galaxy far, far away Star Wars. It's about time we should see that opening to a film. 10 years since the last Star Wars Film, J.J Abrams takes the time to get it right. And he does it perfectly. I won't say anything about the plot, because I'm sure you want to find what it is yourself. But I will tell you of a New, Epic Adventure. The Force Awakens gets it right. It blends old and new together in a way the prequel Trilogy really failed to do. We had new characters( Finn, Rey, Poe, Kylo Ren, BB-8) and old ( Han Solo, Chewbacca, Leia, C3PO, R2-D2), that combined together to make a fitting and suitable Stars Wars film that would make George Lucas Proud. The Force Awakens doesn't make the mistake of copying everything awesome about the original trilogy, but it respects and honours it. It makes its only original story, and it really is quite a great story. But that's enough of me, I think you would rather see this Fantastic Film then listen to me ramble on about it"
ID_100164	7	So disappointed. Can only assume that the previous ratings are based on brain washed fans so happy to hear the anthem and see the yellow writing scroll up the screen that they didn't bother to watch what followed. The aforementioned opening was by far the highlight. 30 mins in and I had to nudge myself to stay awake. 60 mins in I would have walked out in disgust if I didn't think I would offend my wife and daughter who had decided to accompany me on my quest to re-capture my youth. The lack of a story was unbelievable. The main villain is a fluffy bunny next to Vader, Maul or Sidious. What rocket scientist decided that Stormtroopers were no longer clones. I'd be easily convinced that Abrams hadn't even watched the original movies, if it wasn't for the shameful way that every scene from Episode IV had been woefully reproduced. Predictable and not an original scene in the movie. I know you have to watch it, but do yourself a favour and wait till it hits TV.
ID_100165	4	"""What did you come back for?"" - the first question I would ask the creators of the new Star Wars trilogy...Disappointment is all, the story was perfectly finished, the character lines are logically closed, so why did you decide to continue again, introduce new characters, start a completely different story and somehow connect it with the original one? The answer is simple - popularity and money.I really love the Star Wars franchise, which is why it hurts me to watch them ruin everything, starting with episode 7 and ending with the future 9th...Moreover, this is not just a sequel, this is some kind of unsuccessful remake, in which they tried to repeat in a different form all the chips of the 4 part - and it turned out, to put it mildly, ridiculous and terrible..."
ID_100166		"The best thing I could say about this movie, is that it has set itself up for a better sequel. I'm just going to go ahead and list my grievances, without giving anything away: -""Knowledge of the force"" was a very important factor in how good a Jedi was at fighting over the first six movies. There was years of training, infinite hurdles. That all goes out the window. Apparently, anyone can beat a Sith lord. -The premise of the main characters, their motives and backgrounds, was so much less believable (even as a fictitious storyline). -The fight scenes were less like the epic battles of Episodes I, II, and III, and more like the fight between Obi-Wan and Vader. -The villain was so boring. Abrams didn't pull any brain muscles thinking him up. -The story altogether was extremely weak -Finally but most importantly, this was less of a sequel and more of a remake of Episode IV. I won't tell you how, but you'll see it.Good things about this movie: -Stunning 3D visuals -The imperial starships are as cool as ever -Han Solo is still a bossI want to tell readers to just go watch it with lowered expectations.. but there are no expectations low enough to make this movie a good watch. Just don't bother going"
ID_100167	10	"There has been an awakening and it is awesome! No offense to those Ewoks, but STAR WARS: THE FORCE AWAKENS is the best 'Star Wars' movie since 'The Empire Strikes Back.' This film is exciting, it's fun, but it's also heart-wrenching and deeply affecting. Clearly the result of a work done with care.Now this a spoiler-free review, I'm going to keep it that way because this film does have a pivotal plot point that if you spoil it, it would certainly ruin the entire experience. So the secret must be kept until you see it for yourself, it is that crucial.The story is set years after the events in ""Return Of The Jedi,"" Leia is now a general leading the resistance, and Luke Skywalker has gone missing, the mystery of his whereabouts is constant throughout the film, it is what drives the good guys and the first order, finding Luke becomes their cause. Oscar Isaac plays a great pilot named Poe Dameron who gets captured by the villain Kylo Ren (Adam Driver). But a stormtrooper with a conscience, Finn (John Boyega) helps Finn escape, a situation which then leads to Finn encountering Rey, (Daisy Ridley) a scavenger who's just trying to get by and survive each day. A new adorable droid, BB8, enters their lives and gives them a mission which leads them to Millennium Falcon and Han Solo. These young ones learn about the past, that the jedi and the force are all real. Meanwhile a threat far more sinister and much larger than the death star is wreaking havoc. These new characters will ultimately have to choose whether to stay as who they are or become something more.What's awesome about STAR WARS: THE FORCE AWAKENS is that J.J. brought back everything we loved about the old original ""Star Wars"" films. He brought back all the fun and excitement that the prequels lacked because those episodes I,II, and III were too busy trying too hard to be political thrillers. J.J. brought back the Millennium falcon and the thrill of aerial fight. Even the light saber fights on the ground are extremely well-choreographed, they keep you on the edge of your seat.I think the new kids on the block, Boyega, Isaac, Driver, Ridley, all did a fantastic job, and they can go toe-to-toe with the legends, Harrison Ford, Carrie Fisher and Luke Skywalker. I think the writers, J.J. Abrams, Lawrence Kasdan, and Michael Arndt smartly written the film in a way that would bridge the gap between these two generations. STAR WARS: THE FORCE AWAKENS is nostalgic for us who've been fans ever since we could remember, but it embraces new fans who may not know much but will now learn more because of this film. It's a great way to pass the baton, it also makes way for the next installment, EPISODE VIII and IX.This is a very well thought-out film, not a single boring note, nothing about it seems hasty or abrupt, it's well-structured and well-crafted from start to finish. I love how Rey and Finn start out not having a purpose but they end up choosing their own, this is not about destiny placed upon you, it's still up to them in the end, just like how it's my choice to plan on watching this film again and again until I memorize every single line and dialogue.You geek out when you see something familiar, you geek out when you see something new, you laugh, you cry, you can feel your pulse pounding through the action sequences, STAR WARS: THE FORCE AWAKENS is why you go to the theaters. Any of us who had doubts when Disney bought Lucasfilm can now admit that that may have actually been a pretty smart move on their part, definitely a good thing that happened to this property."
ID_100168	8	"As I said before, I am not a Star Wars fan but all of these films are very exciting and very entertaining. This one, Force Awakens, is a pretty strong and astonishing eye candy with plot to match and excellent actors' chemistry to binge watching and enjoy.
I need not retell the plot but what I can say, this is a fine element of a bigger mosaic and as a definitive piece it holds well, showing that not only excellent CGI or great vision can create a stunning effect, but also a thoughtful idea, careful approach to depicting baddies, strong twists and very subtle grain of humor add a real lot of greatness and grandeur.
Good movie with Daisy Ridley and Harrison Ford as well as Adam Driver shining great and not allowing te plot to slide into banality or sentimentality.
I await a new episode and hope they will prove more."
ID_100169	6	"When I watched this movie it looked good to me; better than most fiction movies I watched in 2005. I think it's 8.3 IMDb rating is justified but I didn't get why this movie has got so many bad reviews. I think I have never seen any movie which got so many bad reviews on IMDb and still enjoys 8.3 overall rating. This prompted me to watch the earlier star war episodes and I got my answer.This movie doesn't do justice with the original star wars trilogy. It lacks imagination as the plot is a mixture of the events from earlier episodes. And most importantly it failed to live up to spiritual essence of star wars saga. It is a huge commercial success but a disappointment to hardcore star wars fans. I hope the coming episode might be able to rescue this trilogy like the third episode did to some extent."
ID_100170	10	"I saw some of these moronic reviews on IMDb for this movie from 'so called' critics and I laughed out loud at their reasons why they hated it. But these reviewers are just amateurs who try to bash a great movie. What did the professional reviewers write? USA Today 4 out of 4 stars, the Guardian 5 out of 5 Stars, The SF Chronicle 5 out of 5 stars, The Wall Street Journal 5 out of 5 stars, the headline - ""The Star Wars you have been waiting for"". If the movie is as bad as the amateur critics on IMDb states, why does it have an 8.1 rating here? Why did this movie gross over $2 billion dollars if word of mouth regarding the flick mirrored the crappy reviews found on IMDb? These reviewers who tell you that The Force Awakens it is a bad flick are just bitter people who live in the basement of their moms' home. I have seen the movie twice including IMAX and love it. The movie is 150 minutes long but feels 90 minutes. It's a great film – the two best movies of 2015 were Mad Max and The Force Awakens."
ID_100171		"OK, first, the reason for the 5/10 is that I could not watch it again. There is not a lot of plot tension or complexity, and the movie is a little long and schmaltzy ... but, this is so much better than I thought it would be, I am glad I went to see it, it was fun.""The Force Awakens"" like all the Star Wars movies doesn't make much sense, but it had the feeling of the Star Wars series that even the Stars Wars official movies had kind of lost. That make a big impression on me. I really did not expect much, and I sadly went assuming I might just be fed up and have to leave after a few minutes, like I wanted to in the Star Trek reboots, which I hated with a passion.But the movie is beautiful, it is true to all the style and shots and quirks of Star Wars, but that means it is also thin, vapid, silly and basically low IQ Science Fantasy for kids. So, it is that kind of movie. Which is acceptable, that is all is had to be. It is just a movie to watch and eat popcorn and then talk about how this scene reminded you of another movie or situation.Star Wars was one of a kind, in its own time, and it really cannot be recreated, but this movie is hugely successful financially, or course, and so it met expectations - that is an amazing accomplishment, for Star Wars, For JJ Abrams and for the customers.Again, the movie is beautiful, the images and sets awesome, the views spectacular, and the style true to form ... a great job for a sentimental mediocre movie that will give lots of people two hours of great fun ... once!It would have been nice if Abrams had been able to accomplish the same with Star Trek, but i don't think he really understood Star Trek as he understands Star Wars."
