ID	rating	text
ID_100371	7	"I went to the cinema last night and here's my personal review:In general: None of the characters is getting developed during the plot. All of them are fully explained and equipped with all their attitude and feature sets within the first five minutes of appearance.Kylo Ren, the villain: isn't threatening at all. I feel sad for a youngster who's apparently been hanging around with the wrong guys and is gotten weird in his puberty. But I'm not impressed. He's just a nervous kid who has never learned to control his temper, angrily destroying things in his room when he gets upset. To me he's more like Biff Tannen in the ""Back to the Future"" franchise.Rey, the girl: is just as stubborn, insolent and ludicrously high gifted as all movie heroins are. She's so scrawny she can hardly hold a gun, yet she's winning every fight easily. Oh my god.... Well, at least she PILOTS like a woman ;)Flinn, the guy: is stupid and clumsy. I wonder how he survived his time as a soldier. And I wonder why I should be continuously watching him failing over and over again. I feel sad for him.The girl and the guy: I guess Disney wanted to turn the role model wheel 180°, making the skinny young girl a fighter and the fighter a foolish young girl. For me such absurdity is utterly hard to watch without holding and shaking my disenchanted head.Lor San Tekka, Max von Sydow: Why is he, the perfect Obi-Wan Kenobi character successor, in the movie only for about five minutes?--Why is every film aimed at 12 year old children nowadays? Why didn't the creatures in the carrier hurt someone?Most of the excitement, suspense and sobriety in a movie comes from characters not talking. But all of the characters in the movie - just - didn't - stop - talking!No ambiance or mute suspense scenes are depicted whatsoever. No fade or wipe as been applied, too. So there's no chance whatsoever to get John William's excellent score to interact with the audience.Everyone was acting so fast and nervously. Gee, I felt like being in a nursery from all the unnecessary stupidity and cheer that's been said.What's so great with Chewbacca's crossbow which Han Solo didn't see earlier in all these years?Everyone in the movie is talking and behaving too nervously and fast. The only ones with a great timing were Han Solo - and Snoke in particular.The Chewbacca character is giving a plain stupid idiot. Just like the Finn character does.BB-8 is behaving like a little dog. No cleverness whatsoever. He's unnecessary from the beginning. It would have been more reasonable to put the USB stick into a box and hide it in the sands than to introduce the BB-8 character for this.I would have preferred if a Muppet would have been used for playing Maz Kanata. These CGI characters just don't have soul. I bet no child would like to have a Maz Kanata puppet in their bed.Why is the chess board (Dejarik) on board the Millennium Falcon playing all of a sudden - WITHOUT players?--And here's my review to the horrible German translation of the flick:""I'm a Stormtrooper"" has been translated into ""ich bin ein Sturmtruppler"" - Huh? ""Sturmtruppler""??? Really? So the German translators didn't know how to translate a German word into German?? In English this would be like calling him a ""Stormtroopling""! Gee!! ... Who came up with that idea?? Why didn't they let him say something reasonable like: ""ich gehöre zu den Sturmtruppen"" which may be translated as ""I'm belonging to the shock troops""?!?Same for ""The First Order"": They translated it into ""Die erste Ordnung"" which sounds just like ""The First Orderliness"" in German. Gee!! What did they think this is? Isn't the house cleaning company nearby called like this? I hardly believe the director of the German version really knew what he/she was doing... A more appropriate translation into German would have been something like ""Das neue Regime"".It must have been nitwits who did the translation. Didn't they know that the Empire is a allegory to the Third Reich? Come one, guys, this isn't Lord of the Rings!Moreover, I don't know about Kylo Ren's English voice, but the German voice has been badly set. Too much intonation, he is talking too quickly. His voice is just too vivid and nervous to be evil. Given that voice, wouldn't he be better off singing when he tortures others? (After all, it's a Disney flick, isn't it?)Same for the silvery ""Stormtroopling"". He's a ""she"" - and she's talking with a high pitched girl's voice! Urgh!! I couldn't hold myself laughing when she'd be giving orders.Not to mention the voice of Maz Kanata. She's got the voice of a young woman! But does she look like one?? To me she rather seemed and felt like a female Yoda. And that's what I would have expected from her voice: The voice from someone having a voice like one of the Golden Girls actresses. Or Roseanne's as it is now.--One positive thing: There *really* is a great deal of true hardware and makeup done in the movie. And it was great to see the Millennium Falcon interior with all the traditional switches and levers - and WITHOUT a touch screen!However, the amount of CGI in the movie is still 99 % compared to real hardware/makeup.--I'm very much looking forward to get a hand on the DVD. As soon as I get it I will cut all the hooey and girlish stuff out, add length by slowing down some scenes and create my own grown-up version of the flick."
ID_100372	7	"*SPOILERS* The film alone is watchable, although there is certainly nothing remarkable about it whatsoever. I wont be re-seeing it. A major flaw with the movie is the rather poor story, which includes the usual Abrams plot holes and zero subtleties which are what hold peoples imagination as he seems on a mission that the everything be dumbed down to the lowest common denominator. That the plot actually shares many parts nearly identically with SW ANH cannot be denied, and it was probably done intentionally as a slight tribute/""re-dedication for a new generation"" - oh yay!hooray for nostalgia!... or rather, how about a new story?! Character development: none. Yes, everyone knows they can't give the audience all the information, but really that lack of information on the back story in this film was bizarre and off-putting. The pacing: disjointed. Completely missing is the ""Star Wars feel"" with the intense battle of the Dark and Light side, that even the much-maligned prequels still manage (see ""Duel of the Fates etc). Also, I cannot remember any of the soundtrack after seeing the movie - even the Phantom Menace featured unbelievable scores.Among the most unforgivable of the film are the plot holes that will even have the casual Star Wars fans in disbelief:Here are a few a can still remember: It's all well and good Disney and Abrams slapped the Star Wars fan base in the face by ""un-canonizing"" all of the Expanded Universe literature...but they can't use that excuse for this one -Luke Skywalker would never run away from a Sith that he is responsible for training, especially his nephew.-a ZERO-trained very powerful force user - just nope...I mean, even Anakin Skywalker had to train and there was a Force prophecy about him!-Non-force user non-clone storm trooper using a lightsaber for the first time rather spectacularly against a Sith trained by Luke Skywalker!-non-trained powerful force user, also a lightsaber novice, also manages to defeat a trained Sith lord...folks, do we remember SW ANH where Vader strikes down Obi Wan or SW TPM, where Darth Maul strikes down Qui Gon and almost defeats Obi Wan - yeah, Force Awakens lightsaber duels are a total insult to those... -Kylo Rens light saber not only looks like a joke, but it's design would actually lead to the saber's destruction during a duel as the perpendicular beams are emitted from nodes sticking out at the base of the main blade...ie. as soon as an opponents blade grinds down to the hilt it will be naturally directed to slicing into the lightsaber handle...and also nobody asked for a cheesy lightsaber...Small squadron of old beat up fighters beating an Armada - nopeHow does the resistance all of a sudden no where the weapon planet is? And why didn't they try to destroy it WAY before!!!Aside from the lead, she was pretty good, the acting was sub-par, especially the actor going on about imaginary complaints about a black Storm Trooper...(it was ironic HE was the one making the biggest deal about it!). His ""coming to morality"" killing the village scene nearly ruined the movie for me it was so bad - not only the acting but the 3 finger blood streak was also lame cliché and looked really fake bad.Acting:7 CGI:7 Soundtrack:6 Script:5 Plot:5.5 Character Development:4 Pacing:4Who will bring balance to the Force now?"
ID_100373	8	"This is the movie ""you've all been waiting for"", a grand, classic early 80s Star Wars sequel complete with analogue grain, and the exact same music, credits, shots, battle sequences, characters, plot devices and themes.The movie also has some new spins, details and depth during the battle sequences, and luckily, it IS an emotionally powerful piece of drama, the third act is palpably effective.Is it worth seeing? Well, in the 35 years or whatever since Star Wars came to the screen, there's been a lot of developments in making stylized, fx-heavy violence and spaceship battles on screen, so the movie mostly relies on expensive modern production values that look convincingly like the original Star Wars universe. Also, the story beats happen faster, which in a sense rob depth of a fantasy series that didn't have much in the first place, and often the action sequences smack of frames and stand-offs from the old series.I DID SAY, however, that it has guts. The film feels real, and compelling, and has a sense of drama that relates to the real world, also its commendable that the film has a strong female lead and an African American dude is prominent throughout, although that's not in itself innovative in 2015, its still a nice idea to bring some diversity to the Star Wars franchise, also adds dramatic possibility, something George Lucas clearly had no grasp of in his ""prequel"" trilogy launched in the late nineties.Anyway, writing about Star Wars is a bit like ""dancing about architecture"" to borrow a Frank Zappa phrase on the role of critics, go see it: if you like Star Wars, you'll love this movie. Older viewers, or really anyone familiar with the early installations will occasionally wince at the fact that the movie is nearly entirely a clone of some sort - perhaps the first big reboot of a popular series that's really a note-for-note remake.Generally good acting though, and decent budget, as you'd expect from Disney/Lucasfilm megacorp."
ID_100374	10	"I guess like every fan of the ""Star Wars"" saga, I eagerly awaited this new movie, and was not disappointed (much). I waited long enough until the massive crowds died down enough that I could finally see the picture and not have to worry about sitting in a heavily crowded theater and being constantly distracted by everything that comes along with a large crowd.Alas, I was but one of five people at a 1:15 P.M. showing at my local theater.With the eagerly awaited 2015 ""Star Wars: The Force Awakens,"" I can say that ""Alias"" J.J. Abrams has fashioned a reasonable sequel to the original ""Star Wars"" trilogy that began in 1977 and ended in 1983, as well as the much-beleaguered prequel trilogy that began in 1999 and ended in 2005.The film is not the prequel trilogy and doesn't contain any of its silliness, but it falls short of the epic grandeur of the original trilogy. It's really somewhere in the middle, if you really want to think about it. But I guess, if we were to have a continuation of ""Star Wars"" following the conclusion of ""Return of the Jedi"" (1983), then this was it.This new film is very much a return to the tone and style of the original trilogy, and features a great many nods to those films, while still in other ways continuing the story.People, and George Lucas (creator of the ""Star Wars"" saga), have speculated for years that a follow-up to the original trilogy would be something like ""The Force Awakens,"" where a time after the conclusion of ""Return of the Jedi,"" we would return to many of the principal cast members and some new, fresh faces to the saga, as well.I wasn't disappointed, but aside from a few minor quibbles, this was a worthy entry into the ""Star Wars"" cinematic saga. I look forward to ""Episode VIII"" in a few years.10/10"
ID_100375	10	I have to say I liked the fact this film follows on from the originals and maintains some of its appeal. However there is a true lack of Originality. My first issue is that since Lucas has sold the rights to this, you can see this is a typical Disney style film. By selling out this franchise he has sacrificed a cult classic. The Villain Ren for example, has no evil appeal. He is a soft character and reminds me of a typical Harry Potter style Villain. When you look at characters such as Darth Vader and Darth Maul, this new guy is just weird teenager geek type character reminding me of the villain in KickAss, Red Mist. Secondly Disney is clearly aiming this movie at a younger generation age range 8-15. They are also more concerned with profits than widening the appeal to the masses. Thirdly they used a safe bet storyline rather than using any originality, they have used similar ideas concepts used in the Original Empire strikes back movie.I personally think the Prequels are quite good in comparison to this new generation Star Wars. Especially because I liked the Prequels Originality and new story lines, as well as a wider understanding of new planets in the wider galactic empire. With Force Awakens, be prepared to not feel the same surprise factors felt in all the previous Star Wars movies. On a more positive note, I like that a lot of the Original cast has made a comeback to recreate the epic that was created many decades ago. Apart from that, I hope Lucas found all that extra money worth it because Disney has robbed you man.
ID_100376	10	But that's what makes this J.J Abrams Star Wars movie so great. It borrowed heavily from the original trilogy, making us all feel like kids again and feeling nostalgic. It lays down the same groundwork, the same plots, and allows us to explore the same galaxies/ environments and settings for this galactic space drama for the upcoming sequels. Yet it introduces us to brand new characters that will carry this franchise forward to the new future of star wars.I love Daisey Ridley portrayal of Rey as a down on her luck scruffy scavenger who had a very tough upbringing being all alone and forced to survive based on instincts. I like John Boyega who provided a convincing portrayal of a storm trooper that has gone rogue and who have renounced the First Order evil ways. I like how Lupito animates the smuggler queen, Maz Kanata with her intelligence and yet warmth towards old friends and those in need. Overall the plot points are very similar to Star Wars: A New Hope and it plays out almost the same way except with less star ships? (Whats up with that?) It leaves me wanting more and leaves me with that warm fuzzy feeling of being back in my childhood and relieving that star wars grand story and setting again to be in a fantasy world. SO yes it is absolutely amazing and I loved every minute of it and i would highly recommend the movie to everyone.
ID_100377	6	This one gets lots of hate because it had a familiar story but it did its job and got me hyped for the next saga film. The big shocker is kinda sucky but I understood it from a three film narrative and character building. Sadly all of it was squandered in the end.
ID_100378	6	I rarely write reviews since I guess I am just too lazy at times. But Star Wars is perhaps my favorite franchise and this one kind of killed it for me. There is a trend going for Superhero movies and Marvel releases a bunch of them and have even been going for the minor characters now (Ant Man for example). I believe Disney said they were going to do something similar for Star Wars. So we have here a mash-up of some of the original series (4,5 and 6) with basically nothing new. Now if they had marketed this as a remade New Hope I would have nothing to complain but I was expecting a whole new movie. The common thing with most superhero movies is they get pretty high fan and critic ratings (aberrations being Green Lantern perhaps) and they always succeed in the box office. But the issue is Star Wars was much grander and more innovative. However,now it is all part of the same mold--- you feel good after watching it but it does never leave an impression. Thinking of the prequels, while Episode 1 was a bit bad but there were some redeeming moments---the journey through the underwater world, the pod race and the Maul vs Qui Gon fight. Attack of the clones made things complicated and I actually had to re-watch the whole 1st 3 parts to understand exactly what was happening. Political intrigue and Order 66. And it was great to see how different things were before the Dark Side took over. In this one, nothing seems different---what a disappointment. And it still gets a 8.9....Bleh On a separate note, this is also a very politically correct Star Wars, perhaps the first one which is so. Makes me think if we had any of Lucas' originals releasing now, how would critics and audiences have treated them?
ID_100379		"I know people hate the prequel films; who doesn't. I for one didn't hold Episode 3 in high regard either, but it was at least watchable, to a certain degree. I guess some are not as jaded and cynical as others, but to each his own. For a while, it seem that old magic of the OT couldn't be recaptured or restored to the rightful vision. It seem that Star Wars was doomed to be something of ridicule, rather than the cultural phenomenon that it once was; starting especially of course, with the first film to the last of the OT. But having said that, after coming from seeing TFA, I'm very pleased to report that the force is strong once again in the new film, Star Wars Episode 7: The Force Awakens!! Gone is the cringe-inducing dialog, gone is the stiff, wooden, mechanical acting of the prequels(though they had their moments, but ultimately,uneven)gone is the overuse of CGI without a purpose or support to the story. What is here is what the OT was all about. Well-written characters, superb and at times humorous dialog, great action scenes, but most importantly, a great plot. Without spoiling it, there are numerous twists and turns and even some Easter eggs thrown in for good measure, that while as to remind longtime fans, but surprisingly, add to the overall narrative and it makes the film equally coherent as well as entertaining; something the prequels never achieved despite the high quality production values in accordance with the visuals.Some old faces show up along with some new ones. Leia and the gang are back. It's a treat to see Han Solo again, now with a cynical and world-weary outlook after the music stopped; figuratively speaking. The lead character, played by John Boyega, is both effectively acted and wholly convincing as a former Stormtrooper who does a complete 180 in his place in the galaxy and for better or worse, it's very fun to watch. Daisy Ridley was good as Rey, but I'd hoped to see a little more of her. But I was fascinated by Kylo Ren. Not only does he look imposing, but also menacing as the new Sith Lord on the block, with shadowy and ominous Supreme Leader Snoke, to back him up in their evil path to universal conquest of the galaxy.Sure some of the dialog is hammy and at times corny, as well as some gaps in logic, but that's what to be expected of Star Wars. Why some hold the OT over this film is beyond me,but I guess some people are not satisfied with what this film has to offer.The only gripe I have is while that some scenes are nice and homage the original trilogy, the film-makers played it a little too safe; not offering more new and unexpected, not being bold enough or try new things. Though this implies that they don't want to repeat the same mistakes as the prequel films, they could've flexed their muscles a little more and go for something more epic and grander than having to rely on homage to what was already established before.So in conclusion, this is a very well-made and solid film and although veterans of the series may not view it in the same light as the OT, Some,like me, takes a fresh approach. The force is strong again with this one. Hopefully the next film will be bolder, darker, and more daring than ever before."
ID_100380	10	I'm not going to say much about this outstanding sequel film, but this Episode 7 alone rips the last three apart with the force! LOL!The last three were pretty good, but this one Jedi crushed em all! I can't wait for episode 8! A mash up on the classic film and the new ones, which in turn is absolutely amazing!!The cast were phenomenal!Story and action are perfect!Im not a big fan but i think i am now!Definitely getting this on blu-ray!
ID_100381	8	The Force Awakens is better than all of the prequel trilogy movies. It has a lot of scenes that are similar to A New Hope. That doesn't effect the movie in a negative manner but boosts the audiences interest in it. The characters are amazing and the reveals are brilliant. They make X wing pilots cool and bring a whole new take on the story that does a great job at continuing the story from the original trilogy. I felt a lot of emotion watching this and am glad that a new generation will be introduced to Star Wars in such an amazing way. I grew up watching the prequel trilogy and it did its job at hooking the next generation on the Star Wars saga. This sequel trilogy will continue to add a new generation to this saga.
