ID;rating;Prediction;text
ID_100120;10;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;Whoever gave this a negative review clearly lost their minds or just doesn't have much going on upstairs to begin with. This film is exactly what all actual Star Wars fans wanted it to be.Daisy Ridley has a very successful career ahead of her and this film was a great way to kick start that. Oscar Isaac was just the right man for his role and Ford, as usual, was BRILLIANT.JJ did an amazing job in directing this project and the visual effects were as good as they get. If you liked the originals then you're gonna LOVE this.Anything else I can't reveal with giving away something or the other, but I'm gonna bet that if you loved Star Wars than you BETTER watch it or you'll honestly regret it.
ID_100121;6;Based on the detailed and thoughtful review, I would predict this user's rating to be a 6 out of 10. The user has shared both positive and negative aspects of the movie, but overall, the tone seems somewhat balanced, leaning slightly towards the critical side.;I feel like writers and directors who are attached to big name revivals of some of histories greatest cinematic entries, don't even bother to watch the originals and try to improve upon them.This movie, without adding a bunch of spoilers, barely... and i mean BARELY... separates itself from the previous entries in this movie, by failing to come up with anything original in the Star Wars universe. JJ Abrams (although I'm sure he put a lot of effort into this film) smashes his style into as much of the opening 15 minutes of this movie as possible (with lens flares galore), and perhaps due to advice from his studio, tones it down and tries to match the feel and nostalgia of the originals for the remainder of the film. He didn't succeed.Plot wise, the whole film is a carbon copy of Episode 4: A New Hope event for event. There are VERY few original scenes, even though I know a few were trying to pay homage to the first three films (like the canteen for instance), and the giant star-killer death-star planet thingy, but couldn't they have finally gone in a different direction? . Why copy something when you can inspire a new and different understanding? The only thing that makes this movie different at all is the dialogue, but there are so many terrible holes in the plot, unexplained scene changes and co-incidental events, that true fans will be frustrated by the end of this film.Personally, I found the characters in this movie much too similar to others from the series. Many of the new characters are just recycled husks from the previous films. The lead, a young girl stranded on a desert planet, hoping to one day leave and find her purpose (change the gender, and there's Luke), a young man struggling with the dark side within himself and sides with the imperialists (Ren literally trying to be Anakin throughout the film), a loud mouthed cocky fighter pilot (a Han wannabee), and of course there has got to be some comic relief, so they give us an imperial janitor turned soldier, who has plenty of attitude and stumbles his way through most of the battles (Finn = the new Jar Jar).Criticism aside, I'm sure people will think I'm being harsh, but think about this: The original trilogy was something that has lasted the test of time, and the prequels (although some are terrible) are still Lucas's story. This film is something else entirely. Another director with permission to tell another man's story... and it feels exactly like it. A version of events told by someone who wasn't there, rather than from the witness himself. Like when your best friend tells you a story you told him only the week before. You smile, but you also want to punch him in the face for stealing it. Abrams bring nothing new in this film, when he could have focused more than just the plight of the Rebelion again.This movie is only slightly better than Phantom Menace, and that's as good as I'm willing to go with this one. I certainly didn't leave the theater with the sense of excitement to see the next instalment in 2017...but I'll watch it, of course...6/10
ID_100123;;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;The single piece of laziest story telling i have ever seen in my life..If this is the new standard for Hollywood, then it's utterly disgusting..The story was pitifully bad...The characters were pointless and shallow..It was a dumb mary sue propaganda video with a few special effects thrown in..Disney and Abrams should be ashamed of themselves...This was a really bad ''any kind'' of movie. Let alone a good star wars movie...I bet the ones that hated on the prequels want to beg Lucas to direct the future movies now...DO NOT SEE THE NEXT MOVIE AT THE CINEMA OR Hollywood WON'T GET THE MESSAGE...ALSO..DO NOT BELIEVE TRAILERS..THEY JUST MAKE YOU THINK THE MOVIE WILL BE GOOD..IT'S CALLED HYPE, AND THE WORLD GOT CONNED BIG TIME WITH THIS GARBAGE.
ID_100127;6;Based on the detailed review, I would predict an 7 out of 10. The user seems to have enjoyed certain aspects of the movie, particularly the last 30 minutes and the complexity of the villain. However, they also express disappointment in areas such as character development, story recycling, and manipulative storytelling. Overall, the review seems more positive than negative, hence my prediction of a 7.;"""Star Wars: The force awakens"" could easily be retitled ""Star Wars: The next generation"" because this long time coming sequel to the original trilogy introduces a new cast of characters, as well as some familiar ones. Providing a lot of fan service to those who've seen the original trilogy, those who see this new chapter in the franchise will find a lot of this fan service goes over their head if they haven't caught up with the original trilogy (a cynic might say that the movie is a rehash though). It seems pitched at a young audience at times ('cute' new robots etc.) but occasionally I'd say that the action is more suitable to young teenagers.I'll refrain from giving away too many details about this movie, apart from the basic plot concerning the search for Luke Skywalker (the hero of the original trilogy) in order to restore ""balance to the force""...or some such. Becoming a key player in the search for Luke is our heroine, young Rey (played by Daisy Ridley). She's not far from being this movie's analogue to Luke Skywalker in the original trilogy, as in it seems to be her journey that we will be following the most, although other new characters are a focus of this movie. Rey comes across as potentially a character to root for but I'm not convinced that the story or script has done Daisy any justice in accomplishing this.Towards the end of the movie, it was tracking to score 60% but I quite liked the last 30 odd minutes of this movie and so pushed my score up to 65%. You can tell from that score that this movie didn't really excite me that much. Maybe that is due to it being a recycling of story and references from the original movie? No, not that. Here's my biggest fault for this film: it's designed to push your buttons, to manipulate you into a state of euphoria...and fails. It's this failure which sees my score so low. In other words, I don't have a problem with movies trying to push your buttons or to manipulate you...but please, just be good at what you're trying to do!The brand is strong with this one, though, as worldwide box office receipts are showing. Maybe this movie could become the highest grossing movie of all time...or enter the top 5 or even top 3 spots. That it's having this impact speaks volumes for the work of George Lucas, whose first movie in this franchise (""Star Wars: A new hope"", which is episode IV in the series!) created the ""Star Wars"" brand, from nothing. If that film had bombed at the box office, we'd have heard no more of this space opera. Maybe I'm nostalgic for the original trilogy and this colours my views on the revival of this franchise by Disney Inc.? I doubt it. Ordinarily, I don't see movies more than once, but I have returned to the original trilogy more than I have for most other movies (from memory, I've seen the first ever Star Wars movie maybe about half a dozen times or so). To tell you the truth, the prequels to Star Wars I've only ever seen once. They were that mediocre. ""The force awakens"" is roughly in the same league as the very last of the Star Wars prequels, and that was the only good one in that prequel trilogy. That being said, I can't imagine returning to this current movie. If this current movie repeats its founding movie's status as the highest grossing movie of all time, will it have the same repeat viewing value? THAT is the test of its worth, in my view. Lacks that, it does. Reminds me of those reports about blind taste test between various colas...when you know you're drinking Coke, you rate it the best, but when blindfolded, you prefer the taste of other colas...not even brand names, necessarily. I suspect that that's the case with this new Star Wars movie...the brand is selling it.The movie walks a tightrope between being ponderous (and therefore uninteresting) and intending to be euphoric with its action. Characters are 'hothoused' (like Rey) and not allowed to grow as characters over time. Other characters are foisted upon us with metaphorical cardboard signs around their necks, telling us how to relate to them. E.g. one X-wing fighter pilot is spotlighted as being ""the best pilot in the resistance"". As if we couldn't be SHOWN that. And what I did see wasn't that remarkable. There's a huge contrast between this tightrope balancing act when compared to the great TV shows of recent years...even shows which have no action to speak of, like Mad Men. Sure, nothing much thrilling happens, but it sure is engrossing. And even a great show like ""Dexter"" had some characters remain static for years, only to suddenly evolve to great effect near the end of the series. It's a pity that Rey's evolution was fast tracked.Back to failing to push the right buttons...the fate of one character should have moved me but...no...I was indifferent to it.A very minor gripe...the cheesy dissolves between scenes in this movie.I saw this movie in 3D. Barely noticed the effect...except for a few stunning scenes which demonstrated vast scales. It's a pity that more couldn't have been done with this, e.g. exploring the huge battle cruisers.Speaking of failing to manipulate...the final scene didn't even rate as unintentionally funny, with that long, soapy gaze from an old character.On a positive note, the villain of this piece becomes interestingly complex in the last 30 odd minutes of this film, contributing to my higher score.Lastly, I'm surprised that the bad guys don't go broke in this galaxy...expensive infrastructure is a favourite of theirs!Disney's Neverending Story? I may lose interest in this franchise at some point then."
ID_100141;;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;Well, where do I start. It's a parody of ANH. Watch Space Balls instead. Jar Jar Abrams wrote this after AA winning writer quit, presumably because Jar Jar wanted his name everywhere, he's a terrible writer, as well as a terrible director.Cast is terrible. Wooden acting for Rey, overacting for Finn. CGI is terrible for its time, that death star beam, terrible. That tentacle monster, terrible. Practical effects were hyped but barely used in the movie, when there were, CG were rendered on top. Looks crap.Sound, not much originality there. It's called in. It only broke records and box office because of the non stop hype nostalgia train, after people got on they soon realized what a sub par movie this is. Disney won't be so lucky next time.They will not get their $4b investment back. Some are Disney stock which has increase after the SW acquisition, so it's more like $6.xb. Better sell soon George.
ID_100147;;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;People are looking at this pile of crap with rose colored glasses , nostalgia is a powerful thing it seems, This movie might appeal to sub 12 year crowd but I cant see a lucid adult sitting through it (unless they came with their kids ) I just saw it and was flabbergasted how bad it was , I actually thought it would be better (silly me) in fact its as bad as the Lucas piles of CGI crap that preceded it . The acting is atrocious , the story sux and the actors (bar Harrison Ford) are dilettantes . I'd give it about 5.0 which is what I think it will be whittled down to once people wake up from their nostalgic stupor .
ID_100152;6;6.9;"Hypocritical marketing and lazy writing took the magic from Star Wars.I'm not disappointed with this movie, I just move on. Furthermore I believe this is what a lot of other Cinephils and probably some ""Star Wars"" Fans are going to do as well. Not a problem for Disney, for sure. But as they don't give a s---,I'm now ""forced"" to do the same.Funny thing is, I convinced my 10 year younger girlfriend to watch the midnight screening for this, because I had hoped after reading Disney is going to take this seriously, even with a whole story-group overlooking the new movies, where there are more women involved would be really interesting. Turns out some old guys like Ridley Scott, George Miller, a middle aged Tarantino and even George Lucas himself to some extent in his OT, are far more capable when it comes to write strong believable female characters.After Mad Max Fury Road we talked the whole night about that movie until we had sexual intercourse, after the Force awakens we proceeded right to the juicy bit, without much talk. I'm one of those guys who likes both intercourse and conversation, figure yourself which movie my girlfriend was really in awe with and in which she was bored to sleep.I loved JJ Abrams Star Trek for what it is, I can have fun with such stuff, if it's done right. But, well... He made such a fool of himself here, it's kinda funny really, because of the marketing, NOT because of the movie. Movie was average, nothing to talk about really, but because of the insulting marketing. Movie target group could be considered uneducated teenagers with a lot of money, the marketing not so. Should be remembered. The ""professional"" critics *cough* must not be forgotten. I imagine a hard life to be chained to whatever you think you're chained to.I'm so proud about my girlfriend now, even more than before, that I really have to thank Disney and JJ for this. As intended? Hehe, I don't think so. What does a Kiri Hart or Kathleen Kennedy see in their mirrors now? Well probably dollars or something, I guess.To all those,"" IT FEELS LIKE STAR WARS!!1"" 10 stars reviews. You should watch some adds featuring Star Wars, they feel like Star Wars. A movie with the tag Star Wars should for sure not just feel like it, it should be plain Star Wars and not only felt alike. Enjoy it nonetheless, which is fine for me. Live and let live. That's diversity.Mathhew Vaughn is the only director here, who gained a lot of credit because of Star Wars The Force Awakens. The initiated will know why.Star Wars TFA 6,9/10 good scifi-fantasy, nothing more, perhaps less."
ID_100157;7;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;"Episode IV was seen on an European beach movie theater in 1978, real stars in the sky, fake stars on the screen. It was unbelievable, purely magic. 1981 ""the Empire strikes back"" was released, new creations, especially ""Yoda"" and the new empire spaceships, planet Hoth, the city in the clouds etc... Episode VI was a panting expectation. Released in 1983, many critics saw it as weak. Still, new creations like the Ewoks or the woods vehicles were to see. The saga was almost finished. The galaxy was at peace.Episode 1 to 3 were also an attempt to create, sometimes very clumsy though. A very poor Darth Vader young man, but good Ewan McGregor and Natalie Portman, new things were also to discover, like Boba Fett father, new space vehicles, undersea world...But what is wrong with Episode VII ? Everything. Nothing is new, no creation at all. You take the best of Episode IV to VI, remixes it with a couple of new characters like the wonderful Rey (she is really good), you add in your salad a new emperor and his new disciple, a pathetic Darth.. what ? Son of Han Solo. Then, a coloured actor who is fully lost (Finn), and a new cute robot. That's it. The technical side is of course perfect. It is indeed. I do not believe George Lucas has appreciated the finality.It is said that we are 30 years after episode VI. What has changed in 30 years ? Nothing, the spaceships are the same (my car brand has evolved in this long time), imperial destroyers, imperial fighters, rebel X-Wings fighters are identical. We add a new so called Jabba, a new Cantina and a new death star on top and the salad is done.Ridiculous at most. What is the target of the makers ? Money of course, they reach the kids and drag the original fans to the movie theaters, like me. From 7 to 77 as Hergé said. Good move, bad movie ! Seven points for the technique."
ID_100158;8;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;"I was seven when I first watched Star Wars (1977). Like many nineties kids' I watched the beloved first trilogy on VHS, in the days before George Lucas's Industrial Light and Magic had its way with the ""Deluxe DVD"" modified version. The space saga of Luke an Leia was never bestowed upon me by my parents with fond memories of the premiere. My mother, though fond of musicals, was not much for sci-fi or action movies; my father even less so. It was my older brothers who first sat me down to gaze upon its glory and since those days, every space adventure I have watched over the years lives or dies on the standard of the Star Wars.I say all this not only to lay out my fandom bonafides but also to highlight that my thoughts of Star Wars: The Force Awakens comes from a contemplative place and not the blather of a movie snob or a knee- jerk reaction to the whims of the crowd. I, among others have been burned by this franchise before and repeated viewings of the prequels only serves to underline a simple truth; not everything your loved when you were a teenager was good. So the question now is will this continuation of a long time ago, in a galaxy far away be re-watchable a decade from now?I short yes. Star Wars: The Force Awakens is a glorious epic of enormous beauty and scale. The pulse-pounding action, the unabashedly sincere characters and the small smatterings of brevity work to be the kick in the pants movies of this ilk have needed for decades. The welcome return of familiar faces liberally mixed with new and interesting characters gives the franchise all the ammo it needs to become the primary movie franchise for a whole new generations of padawans. The stakes are just as high, the acting is just as strong and the direction is just as flawless.The fact that everything works is no accident either. Director J.J. Abrams very purposely set up all the pieces of his puzzle with similar aplomb as the original creators (George Lucas, Gay Kurtz, Gilbert Taylor et al.). In many cases Abrams even used the same pieces. The score is still provided by the illustrious John Williams, the film itself was shot in the same aspect ration on 35mm film and emphasis was given to practical special effects over computer generated. Also on-board was original scribe for The Empire Strikes Back (1980) Lawrence Kasdan who co-wrote Force Awakens with Abrams.This is where there are some unfortunate kinks in the armor however. As irreproachable as we feel the originals are, they are not in-fact flawless. Thus much of the problems that plague the originals also plague Force Awakens specifically the dialogue and characterization. Daisy Ridley and John Boyega do a fine job finding the deeper meanings of the force/dark side, even when the story needs them to act against their own self interest (their love patter leave much to be desired however). Adam Driver's Kylo Ren on the other hand seems to falter not just under the wait of the franchises most iconic villain, Darth Vader but under the weight of his character's conflicts. Darth Vader never needed to throw a hissy fit with a lightsaber; a cold dead look was enough to make us think he was serious. My guess is in the sequels to come, a rift between him and Domhnall Gleeson's General Hux will solidify Kylo Ren as the sinister force he needs to be.In that lies the future success of the Star Wars franchise; what happens next? J.J. Abrams has a tendency to leave absolutely everything out on the field thus the reason why Alias (2001-2006), Lost (2004-2010) and Fringe (2008-2013) all petered into rambling shadows of their former selves. Likewise, the fantastical wonder that was Star Trek (2009) hit a creative deja vu by the time Star Trek: Into Darkness (2013) arrived on the scene. In this case however, I think there's more, much more to the saga than an almost surgical emulation of the originals. Abrams is building something, something big and it's going places."
ID_100159;9;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;Ok, so Disney have got their hands on the Star Wars franchise and too many people don't like it - BOO HOO!Born in 1975 I grew up with Star Wars in my DNA, and I realise that nothing will ever match the scale and success of the original trilogy, but don't hate this for doing it's best!All the new characters work! They appeal to a new audience and they are humorous and very cool. Nostalgia is abundant with the return of Han, Leia and Chewy! What's not to enjoy????Littered with epic scenes this movie builds a new Star Wars world with a new threat born out of the old evil empire. Yes it's similar, but does that really make it bad???? The tech has evolved along realistic timelines to deliver more powerful weapons that aren't too different to the old weapons, is that really so bad???To score this movie with 1 or 2 stars is a joke, so along with the movie why don't you all hate this review and vote it down. Or you could simply stop watching these movies if you all hate them so much!If, like me, you can unplug and enjoy Star Wars again then watch this and enjoy it. It's far better than the haters say it is!9/10
ID_100160;10;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;"Let's get one thing straight: the plot is derivative. There are tons of parallels to Star Wars: A New Hope, and pretty much the same events are going on.But what I was most surprised about was that I didn't care. I've talked with friends who have also seen it, and our consensus was that that part was obvious, but that none of us care. The reason why is because it was so well executed, and the new stuff brought to the table was probably the best parts of the movie.For starters, let's talk the new characters, because they're the main focus: they're fantastic. Rey was an awesome and inspiring lead. Finn was fearless if not naive and brought so much enthusiasm to the movie throughout. BB-8 was surprisingly absolutely adorable--to give any examples of his behavior would be to spoil some really charming moments. Poe was a pleasant surprise, because the trailers didn't show him off much but he was an absolute joy to watch. Captain Phasma is my only complaint--heavily underutilized in this movie.The big standout for me, however, was Adam Driver as Kylo Ren. Let it be known: he is NOT Vader 2.0. He doesn't try to be Vader 2.0. To go any further would be to spoil the movie, but trust me, he's one of the most interesting characters to come out of Star Wars in a long time.The old cast returns and is given amazing justice. This isn't them returning right back to their characters--this is them embodying their characters as they are decades later. Harrison Ford in particular was brilliant in his role and mannerisms.Visual effects: Outstanding. For the most part, the movie uses practical effects, and it really shows, because the movie is super engaging throughout its duration. Try to compare some of these scenes to those in any in the Star Wars prequels, and you'll see what I mean. Once again, I can't spoil details. It's funny, because there are only a handful of creatures and moments that use CG effects, and those are the ones that end up sticking out.Writing: Also super well done. A big flaw in the prequels is that everything got mired in unnecessary and redundant details. The most quoted lines from the prequels are most often the ones that are so stupid it's hard not to forget them (the sand monologue, for example). Meanwhile, everyone I've seen can't stop quoting random pieces of dialogue from the new movie that are so well done and so memorable. The dialogue is interesting, feels real, and leaves for some amazing one-liners--super reminiscent of the original trilogy in that way.Story: As I mentioned, yes it's derivative, but that doesn't mean it's not done super well. Plus, the scenes that have no parallels to A New Hope are some of the best in the movie. Much of the final act, for example, is not easily paralleled, and I was kept on the edge of my seat pretty much the entire movie. People here seem to be criticizing the movie for it's ""plot holes"". Most of these aren't even plot holes though! They're so explicitly left as mysteries so they can be answered and expanded upon in the next movie! Which is what's making people super excited for the next movie already!Also, my biggest complaint with J.J. Abrams' other works is how convoluted and roundabout they get. But Star Wars is meant to have much more straightforward stories (also something the prequels with the exception of ROTS were not good at). J.J. Abrams seems to have acknowledged this because this movie definitely feels like Star Wars in its far more straightforward approach. It feels much less confused and mired in details, and always seems to keep the main plot line going.Music: It's John Williams. It's memorable. Especially after seeing the movie a second time. It feels like Star Wars, and it enhances every moment wonderfully.Lightsabers: Okay, so without spoiling anything, I will say that the lightsaber fights in this movie will blow you away. They're big, dangerous, brutal, emotive, natural, and use the environments in super interesting ways. The fights in this movie are some of the best fights I've seen in the series history.Conclusion: Like I said, the plot frame is the same as A New Hope's. In many respects, it is the same. But it feels different than ANH, and yet it still feels like Star Wars. And it is executed so well that it was hard to even care that it followed the same frame. And the best parts of the movie are the new parts. The movie is intended to return to the heart and soul that made Star Wars so great in the first place, and it succeeds at that with flying colors. Engaging dialogue, great one-liners, awesome action sequences, a great character-driven plot, and a general captivation by the galaxy far, far away.Also, keep in mind, I made sure to write this review only after a few days of heavily considering all of the elements of this movie, and after seeing the movie a second time. My opinion hasn't changed. In fact, it got even better (originally I gave this movie a 9).Note, however: Now that the series is re-grounded in excellency, it's up to Rian Johnson to create an Episode VIII that takes the series to completely new places with a brand new plot based on all the brand new things this movie has brought to the table. If it doesn't, then Episode VII will be remembered as the film that spawned a rehashed series. If it does, however, then Episode VII will be remembered as an excellently-executed reintroduction to the series that had been long lost in a ""meh"" prequel trilogy and some very questionable Expanded Universe decisions (with the exception of stories like Thrawn and Revan)."
ID_100170;10;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;"I saw some of these moronic reviews on IMDb for this movie from 'so called' critics and I laughed out loud at their reasons why they hated it. But these reviewers are just amateurs who try to bash a great movie. What did the professional reviewers write? USA Today 4 out of 4 stars, the Guardian 5 out of 5 Stars, The SF Chronicle 5 out of 5 stars, The Wall Street Journal 5 out of 5 stars, the headline - ""The Star Wars you have been waiting for"". If the movie is as bad as the amateur critics on IMDb states, why does it have an 8.1 rating here? Why did this movie gross over $2 billion dollars if word of mouth regarding the flick mirrored the crappy reviews found on IMDb? These reviewers who tell you that The Force Awakens it is a bad flick are just bitter people who live in the basement of their moms' home. I have seen the movie twice including IMAX and love it. The movie is 150 minutes long but feels 90 minutes. It's a great film – the two best movies of 2015 were Mad Max and The Force Awakens."
ID_100173;8;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;The film manages to capture the essence of Star Wars, and has decent production values. It also provides the audience with intriguing questions about the characters of this film.However, this films relies heavily on the overall feel of the Original Trilogy, evident in its plot that resembles that if A New Hope.In conclusion, this is a fun and interesting film to watch, however, it's dependence on the Original Trilogy material may be limits to the creativity and rewatchability of the film.
ID_100174;10;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;This movie was fantastic. The new characters we receive are fun and interesting, and we are left to see them fleshed out more as the series continues, which is exciting. The movie is very reminiscent of the Original Trilogy. We have a decent amount of aliens (almost all of which are seen using costumes as opposed to CGI). The plot moves along at a great pace. Nothing is really dragged out, but at the same time it is not so fast that you are left confused. And speaking of confusion, there was none in this movie. It was all very straightforward and everything was very easy to understand. This movie absolutely pays homage to the original from 1977 in many ways, but at the same time I feel that you do not need an in depth knowledge of the previous movies to love this one. A general knowledge of the plot and main characters is all that is needed going into this movie. I will have to see it again to make sure, but at the moment this movie is vying for my favorite Star Wars movie ever with The Empire Strikes Back. But don't take my word for this - go out and experience it for yourself. You will have a delightful time filled with comedy, excitement, action, epic plot reveals, and an overall enjoyable time!EDIT SO I CAN RANT: The people who are giving this one or two stars (for the most part) are being overly critical of this movie. I understand not LOVING this movie, and even perhaps if you felt disappointed because it was not what you were hoping for. But regardless of that, it is impossible not to find SOME aspects you liked. There is comedy, action, and adventure. Even if you feel the movie is a reboot of the original (which to some degrees I may even agree), it was a good movie nonetheless. I have seen some comments dissing the acting, which I strongly disagree on. The acting was great! Maybe not perfect, but definitely enjoyable. John Boyega blew me away, Oscar Isaac was fun, and I absolutely ADORE Daisy Ridley. Harrison Ford was AMAZING as always! He really recaptured Han Solo for this movie. Is this a perfect movie? No, it falls into some traps that all movies fall into. That being said, it is still a fantastic film! Is this a good Star Wars movie? It depends, if you are going into this without considering there will be two more, you will probably be upset and say you won't even bother to see the next two. I feel like this movie spent a lot of time recapturing the originals NOT to BE the originals, but to re-establish those feelings in order to set us up for the bigger picture which will be shown to us through two more movies. Some questions are not answered, but again, we have to wait for the next two to come out before we judge this first one for that. This movie deserves an average/above average rating, and by my personal feelings, I still stand by my 10/10. It DOES NOT deserve the 1, 2, 3 and 4 out of 10 scores I have been seeing. That is just being too judgmental and not open to the continuation of a great series. 5+ ratings, in my opinion, have the best reviews, and really help explain what they did and did not like. This movie has A LOT to offer, and if you go in with an open mind, you won't be disappointed.
ID_100175;8;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;Seems that everyone either loves or hates this movie. While some people think it's the best star wars, others think it's the worst. I'm in the middle. It's a great film, but far from the best star wars. Better than the prequels, and I even thought it was better than ROTJ. So for me it's the 3rd best star wars film, but it's still a really well made film. It's acted and wrote well, which Rouge one is not. The series needed this refresh, which is why I am mostly okay with the rehashed story. Still, the characters are well written and acted, and the visual effects are stunning
ID_100178;8;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;"The Force has indeed awakened, ""Star Wars"" fans. Thanks to Disney's purchase of Lucasfilm we have been gifted a new movie and all the excitement and anxiousness that comes with it. And while it has only been 10 years since the last new ""Star Wars,"" it has been more than 30 years of wondering what happens to the beloved characters of the original trilogy after ""Return of the Jedi."" And so, it is at times a teary-eyed delight to see these old friends return to the big screen. Therefore, before a single trailer surfaced, ""The Force Awakens"" was rife with nostalgia, and few directors understand the sensitivities of nostalgia the way J.J. Abrams does. His film ""Super 8"" was an exercise in '80s nostalgia and his reboot of the ""Star Trek"" franchise also demonstrated respect for decades-old and beloved sci fi/fantasy with massive, dedicated followings. It made him the clear choice – and the safest choice – for ""Star Wars: Episode VII.""In collaboration with writer Lawrence Kasdan (""The Empire Strikes Back,"" ""Return of the Jedi"") and based on some work from Oscar- winner Michael Arndt, Abrams crafts a new ""Star Wars"" chapter that is in turn very safe, but safe in the way of warm old blanket that has been patched back up with some new fabric. Abrams and Kasdan identify and distill classic ""Star Wars"" tropes and re-forge them into a new movie, sometimes down to even the plot details. The result is a constant feeling of familiarity coursing throughout the film and branding it as unequivocally ""Star Wars."" Even many of George Lucas' directing hallmarks are adapted in a show of humble reverence.This was, in many ways, a strategic first move back into ""Star Wars"" by Abrams and producer Kathleen Kennedy because it makes ""The Force Awakens"" somewhat impervious to criticism. By sticking so closely to the formula of old ""Star Wars"" films, the choice for the creative direction can be attributed to homage. That's how you appease fans – they can't complain if what you give them is a near replica of what they fell in love with in the first place.""The Force Awakens"" is truly a film for the fans in this way, with new characters and ideas introduced with a measure of subtlety. The inclusion of Harrison Ford, Carrie Fisher and Mark Hamill along with Chewbacca, C-3PO and R2-D2 serve not only the purpose of appeasing fans, but also as a way to transition the story to the new characters, a passing of the torch, of sorts. These folks – ace pilot Poe Dameron (Oscar Isaac), stormtrooper-turned-hero Finn (John Boyega), skilled scavenger Rey (Daisy Ridley) and the adorable ball droid BB-8 – are the real gems of ""The Force Awakens"" in their performances and characters (not unlike the fresh faces of ""A New Hope"" at one time were) and will take future episodes to great new corners of the galaxy. What feels new – or what Abrams adds to the ""Star Wars"" universe – is a greater sense of danger and an appropriate degree of complexity. I wouldn't call ""The Force Awakens"" violent, but there's an added realism and grit to the violence to the action sequences of this film that Lucas seemed to avoid in all six previous episodes – and it makes a difference. There's so much more tension and suspense. Adam Driver as Kylo Ren also brings an element of unpredictability and complexity to the pantheon of ""Star Wars"" villains, who have usually been very stoic, enigmatic and dignified. Ren is none of these, though arguably he aspires to be.But complexity doesn't necessarily translate to depth. ""The Force Awakens"" comes off as purposefully vague at times (about character history and anything that's happened in the last 30 years) and doesn't linger on one idea or in one place for very long. The story moves at hyper-speed, as if by avoiding any stationary activity it can stave off the many questions the audience will surely have about, well, everything. It wants to be fun and exciting, not bog you down with details about how the First Order came to power, what went on between Leia and Han since we last saw them, why the Rebellion is now the Resistance, etc. The most common negatively inclined thought one will probably have throughout the film or after is: ""I expected there to be something more to that."" And that's probably what Abrams preferred. Better you should be upset with something you wanted to see because it means you were intrigued, than because something was in the movie that you despised. Whatever questions you had, whatever characters you wanted to know more about or see more of, can be addressed in the next two films. It's a smart move.But most importantly, Abrams puts the emphasis back on the characters and that's why ""The Force Awakens"" works and will win audiences over. The actors and the story give us enough of the characters to care about their journey, in the same way we did in ""A New Hope."" That's the essence of ""Star Wars"" and that's why fans will be clamoring for ""Episode VIII."" ~Steven CThanks for reading! Visit Movie Muse Reviews for more"
ID_100185;8;I'm sorry for the inconvenience, but I need a text comment to predict the movie rating. Could you please provide one?;This is my review for Star Wars: Episode VII The Force Awakens (spoiler free).This film delivers well to fans of all ages and is the sequel fans have been waiting for, for 32 years. With amazing dialogue and explosive special effects I promise that when you leave the theater you won't be disappointed. Let's start with some the good points of why I think this is the film of the year: 1. Characters: This film has some new characters like Finn (John Boyega), Rey (Daisy Ridley) and Poe Dameron (Oscar Isaac), Kylo Ren (Adam Driver) these characters deliver the plot of the film well along with some the older characters like Han Solo, Princess Leia, Chebacca and C-3PO.2. Plot: This films plot follows the plot form Episode VI Return of the Jedi and is a very good continuation to the story.3. Special Effects: The special effects are explosive and are a key element to the film to make this a hell of a sci-fi epic.Those are the good points on why I think you should watch this film and the bad points well there are none because this film was enjoyable from beginning to end. I think that the force has truly awakened in this film but that's for you to judge. If you are a Star Wars fan old or new this film should be at the top of your list. 10/10 an excellent must see bring on Dec 2017 for Episode VIII. Must see.
